"row_names","ZMYND8","TPCN1","HEG1","HACE1","LDLR","MOCS1","KIR2DS2","ACADM","PIK3IP1","PBRM1","TBC1D15","DBNDD1","ZFP64","GALNT12","UBALD1","ARHGAP9","LSS","LOC100133227","LOC100131066","LOC100130899","N4BP3","LINC01531","LOC100507281","CREB3L2","ERMP1","NEK1","PIAS3","BICDL2","GPM6A","ZBTB8A","ABCC5","BMPR2","ZXDC","RAMP1","HEMK1","NMRK1","RPL5","PSME2","SCD5","KMT2A","RGS16","CD38","SHOX2","FAM189B","PPM1M","PADI2","TROAP","IFI6","DDX46","USP18","CST7","DHRS1","LITAF","CDK2AP2","POF1B","HPGDS","NTN5","SH2D1B","SORD","RBMY2FP","TRGV7","BTRC","MLC1","FITM2","RPS10P7","CENPC","FBXL2","ALDH6A1","MTMR1","SPEM1","TRGV5","XK","RBM45","NPL","ADHFE1","LDHD","SMAD6","ANAPC4","MRAP","PRF1","AUTS2","COA6","ASPH","KLHL10","NECAB1","MGC4771","TPSD1","CRYBB2","CSF2RB","TRBV19","HIST1H3G","ING1","CCL23","IL18R1","WASHC1","PCDHB2","YIPF7","MGARP","MAP3K8","ABCD2","BANF1","IFT74","AGMO","LIN54","OAS3","RB1CC1","ZMYND11","HK2","IL2RG","NAGA","KRT2","PMS1","AGTR2","ZNF818P","CDY2B","PRY2","CDY1B","ZSCAN2","AGPAT4","HERC4","CTSL3P","ACR","ACTN2","CDK8","CREBL2","ACAA1","ARNT","AUH","CAT","CCR3","ATF2","FCER1A","GNAL","INSM1","ITGA5","MTAP","ODF2","OVGP1","SERPINB2","PHB","POU2F1","PPP1CB","PTPN9","ATXN2","SELPLG","TGIF1","UNG","ZNF133","ADAM12","HIST1H3H","CD83","CD163","SEMA4F","CDH1","EPRS","FOXA3","NAIP","STK17A","SPTLC2","MTOR","PLA2G7","CCS","GRK3","HCLS1","DMXL1","SMO","AKAP9","RNF41","MPHOSPH6","SMAD7","GZMA","PPP2R5D","FBLN5","TBL3","RELB","PDIA5","TKTL1","PITPNC1","IKBKE","SLC25A13","CADM1","CLDN15","UBE3C","PIEZO1","RNF144A","SNX19","KIAA0141","NCAPD2","POLA1","TCP11L1","PPP3CB","CAPN3","ZNF767P","PCDHGA6","OMA1","APOL1","RNF135","ZDHHC16","HNRNPA3P1","ABCG1","SKIL","KIR2DL4","LOC401957","EEF1B2P5","LOC439962","LOC643654","LOC644193","RPL37AP8","LOC644590","LOC645529","FAM90A22P","PHKA1P1","RPS28P4","LOC646543"
"ASTHMA.GSM999928","10.5843","9.9025","12.0124","5.9474","11.299","8.0417","11.7593","9.5275","13.645","10.2478","11.7539","6.4703","8.3795","8.733","8.1022","12.8719","7.3451","6.524","6.0073","6.1445","8.5889","6.2788","9.1379","9.5974","10.3361","6.3071","8.2897","6.1729","6.5021","6.877","9.4833","9.6245","8.8243","7.1977","9.5367","8.4614","14.17","12.4223","7.2937","15.2153","10.0822","10.4391","5.9712","9.3476","11.4968","8.4312","6.8268","10.0898","10.1171","9.0292","10.8344","11.2018","14.2307","10.4372","5.9785","6.164","6.8998","11.0842","7.6606","5.3324","6.0133","10.7773","7.0742","7.3076","13.4361","8.5446","7.0957","9.8262","11.3504","6.2019","8.9928","7.2065","7.2322","9.2949","7.7575","7.0057","5.8783","7.5028","6.6024","13.019","9.3879","6.7227","11.7481","7.4387","5.619","8.2725","7.412","11.3783","11.0281","10.9938","13.1091","11.5394","6.01","9.0761","9.9515","6.1652","6.5307","6.9173","11.2897","8.5592","12.1899","6.0544","5.6435","9.8526","9.3261","11.2329","11.6935","9.4944","13.3396","10.5537","8.0617","5.8469","5.6163","8.3111","6.7888","6.5335","5.675","9.7192","8.9904","6.6389","7.5393","7.7633","6.0708","9.541","9.9436","9.9891","9.4613","6.4614","10.9337","8.145","11.1999","7.1358","8.762","7.056","12.5345","7.566","8.4386","8.104","13.8486","10.8684","11.6547","11.4638","11.2371","9.6266","12.3369","12.4833","10.3713","8.7316","6.8598","13.1605","12.2161","10.7072","8.8316","7.5605","9.5925","5.7723","6.2094","11.8413","7.7212","11.6836","9.4192","9.0565","10.0286","13.8104","6.3473","6.9231","10.5147","13.0134","9.9823","13.2356","11.4613","10.2025","8.9285","10.1323","14.5085","8.6502","9.1413","8.1976","8.1176","8.9359","7.3099","8.2016","8.8484","11.8845","8.7572","8.4957","9.7749","10.6771","7.2267","10.6302","10.6029","9.2652","10.3482","6.2567","8.3919","9.6612","9.0876","9.7335","10.7155","13.3605","11.2552","11.207","12.3737","12.434","9.1578","6.1765","7.7753","14.1805","9.3895","6.733","7.7999","11.9548","13.7653","7.2885"
"ASTHMA.GSM999929","11.7398","8.4388","10.3616","5.4176","9.9685","8.6056","12.5067","7.9404","13.206","8.3798","11.2975","6.3415","8.9415","6.8021","7.6606","13.0947","7.06","7.3308","5.9119","6.3305","7.2354","7.4767","10.8532","8.6903","9.2189","5.4767","8.3537","6.5312","7.3433","6.603","8.8894","7.0217","8.2802","5.9454","8.1621","7.1515","14.0083","11.9223","6.8743","14.7713","8.5844","10.6763","6.9964","8.6053","10.9426","8.5196","9.1573","10.4081","8.1026","10.2505","11.1331","10.9936","14.3312","10.0189","7.1597","6.0092","6.1165","11.5494","7.1322","6.9617","5.7705","9.9106","6.1005","6.3522","13.1424","8.7055","7.4911","8.4224","10.9092","6.9061","9.7272","6.6765","6.8016","8.6991","7.4335","6.867","5.6788","6.7979","6.1408","12.9563","10.2063","5.9619","11.8726","7.2061","5.8992","7.8967","7.649","10.2531","11.2148","10.3964","12.9818","10.8663","6.5675","8.3317","9.9259","8.0191","6.4669","6.3924","11.8952","6.9042","11.8164","5.868","5.5118","9.1958","9.989","11.4621","11.1306","8.032","13.4856","10.6182","6.8038","5.8058","5.5743","7.0088","11.7924","9.121","10.8417","7.9596","9.6223","5.637","8.7608","8.8358","5.9256","8.4394","8.6961","9.0987","8.3057","5.6914","10.7751","10.7984","10.5051","6.838","8.635","6.659","12.3598","6.3065","6.1585","8.1665","11.9134","10.9507","11.2961","10.5046","10.4566","9.5917","11.367","11.6287","8.932","7.5145","7.3448","12.6699","12.2501","11.3321","7.5956","5.9854","7.3941","5.7625","5.9065","11.0853","7.2895","10.9661","7.2163","8.3752","9.7682","13.5913","5.5409","6.1829","9.7525","11.6945","8.3972","12.331","11.4523","9.3887","7.5771","10.0826","14.0386","6.3364","9.0726","6.0488","7.2444","7.6787","6.7358","6.7809","6.0839","12.1164","6.4874","7.0531","8.6617","10.5769","6.0027","10.5128","9.4047","9.2991","10.2064","6.7506","7.8167","9.361","9.4096","8.6289","10.2857","11.8698","10.7593","12.0206","12.3271","12.8443","10.3392","6.6738","10.002","14.7109","8.7779","8.8256","10.2424","11.4356","13.6135","6.5844"
"ASTHMA.GSM999930","11.3562","9.332","9.9525","5.6165","9.2864","7.8598","11.8774","8.2376","13.169","9.6559","11.5705","6.827","9.0568","8.3792","7.869","13.3742","7.1996","7.4178","5.7571","6.0394","7.713","6.31","10.2909","9.7347","10.4363","5.4914","9.6768","6.3931","7.2274","6.2963","9.7208","6.9777","7.9015","6.3844","7.4263","8.1689","14.9016","10.8582","6.3106","15.2385","9.606","11.5718","7.2243","9.067","10.6798","8.1064","7.9846","9.6938","8.3286","9.6509","11.2061","10.2507","14.6505","10.2124","5.9984","5.7783","6.7765","11.956","7.6182","5.9365","7.1704","9.8287","6.4954","6.5466","13.1477","8.7098","8.1121","9.1575","13.3341","6.7209","9.6872","5.8946","6.9451","9.0701","8.4071","7.1415","5.737","7.1802","6.4275","11.4725","9.5174","5.9211","10.9611","8.1769","5.8804","7.6234","7.3177","9.1936","10.1662","10.6831","13.7747","10.2464","6.2237","8.8294","10.3611","7.5412","7.6044","6.3673","11.6951","7.0254","11.4479","6.2794","5.4471","10.6271","10.0982","12.1977","11.2208","7.3729","12.605","9.9809","6.5553","5.5936","5.4468","6.9039","9.2287","6.338","8.21","8.8811","9.5756","5.8389","7.7346","9.2183","6.0593","9.3909","8.4024","8.5682","9.4608","5.6612","12.2458","8.3826","11.8115","6.4909","8.859","8.0287","13.5949","7.1878","7.974","8.7422","11.7233","10.2689","12.9444","12.5592","10.597","10.2666","12.3469","12.7082","10.8008","7.8876","6.5629","13.4097","12.3133","10.3328","7.4272","6.6751","8.7766","5.8287","6.284","11.5305","7.7686","11.6321","6.7155","8.0625","9.5012","12.6827","5.6297","6.1359","10.4645","11.3715","8.1435","13.1532","11.0282","9.0609","8.3667","10.0575","13.7445","6.4714","9.2412","7.3304","8.5237","8.2643","7.3861","7.8629","7.8449","12.1561","6.5117","7.8584","10.0342","9.5915","6.2272","10.0852","9.8241","9.5174","9.6473","6.9639","7.9371","9.0557","9.6707","9.0978","10.5083","12.7528","12.5365","11.2382","11.9223","12.9233","10.4194","6.5261","8.5453","14.1968","9.7479","8.6394","9.579","13.0034","13.6407","6.6894"
"ASTHMA.GSM999932","13.1231","9.4189","9.9525","5.4975","10.3214","7.4115","12.6938","8.8073","11.6219","9.9036","9.6243","6.4237","9.5272","8.1457","8.1637","12.6192","8.368","6.731","5.7859","7.4992","6.0007","8.5342","10.034","9.868","10.1485","5.559","6.2083","6.9837","9.3748","8.4387","10.2224","6.5866","7.5194","7.266","10.0668","6.4115","13.9009","11.4608","7.5967","14.8723","10.1428","11.5518","6.6009","9.0667","11.5208","9.2238","8.1522","9.5108","6.8847","11.4956","10.7798","11.8929","13.8162","9.921","6.2732","6.357","6.0552","10.3974","8.305","7.7936","6.2374","9.1352","6.9526","6.4445","13.1082","8.1772","9.2961","8.0787","8.8478","6.6893","10.8218","5.8387","7.4308","8.8279","7.5793","7.2216","6.2811","6.1074","7.7199","10.7084","9.3272","6.2389","11.3826","9.3196","5.7513","7.518","7.8152","10.1893","11.4187","11.1522","12.7195","10.5751","7.6307","8.8437","8.835","5.9576","8.6521","6.699","10.7209","7.4745","11.8942","7.1801","5.5647","9.4952","10.1253","10.3009","10.6718","8.203","13.0873","11.6649","8.1379","5.7291","5.4923","8.1876","11.9658","8.8136","10.8716","9.6531","11.2084","6.3341","8.0511","8.126","7.0372","8.4239","8.6951","9.5209","7.847","5.7591","11.3926","10.5744","9.5142","7.5831","7.6569","6.4885","10.5034","7.3135","7.048","8.6068","8.3113","11.4799","10.5603","9.1678","10.292","9.9271","11.4826","10.0436","9.0787","9.3684","8.3301","12.3183","9.5124","12.621","10.2475","7.8917","7.5306","5.6708","6.1615","8.9394","7.5506","10.7112","6.5885","9.1881","10.3393","13.255","5.6257","5.9267","9.7164","12.4339","7.9032","11.256","11.0641","9.1707","8.9775","10.7316","12.3077","7.2577","9.0292","6.2913","7.6531","7.6573","7.7526","8.4393","7.4148","11.8104","7.2584","6.7944","9.2027","10.4102","6.2805","10.8817","9.1422","9.9407","10.704","5.7888","7.9215","9.8454","8.7519","9.0226","9.4771","10.8496","7.6474","12.0908","11.1909","12.7923","9.5955","5.954","9.0055","14.7665","10.6763","6.8824","8.7642","9.2831","13.5863","6.6084"
"ASTHMA.GSM999933","12.3057","9.9503","10.0705","5.5341","8.7286","7.6147","12.6568","8.8334","10.3784","9.3816","8.0356","7.3152","9.6426","8.6728","8.4498","13.0136","8.4688","6.9347","5.8254","7.6618","6.0584","8.8891","10.828","9.6635","9.8915","5.5571","6.4522","6.8519","10.1227","9.2021","10.0561","6.5185","8.0827","6.9413","9.6424","7.3884","13.4322","11.9396","7.6961","14.5051","10.1834","10.4652","6.5713","9.7472","11.8333","10.0007","8.4211","9.788","7.1815","10.7564","10.9477","11.932","13.5269","9.9671","6.6531","6.6721","6.2219","10.0732","8.5739","8.3918","6.5776","8.9508","6.6058","6.4951","12.7709","8.242","9.9068","9.0011","9.4356","6.1705","11.572","5.857","7.6012","9.2547","8.1151","7.9341","6.2534","6.6062","8.1723","11.0667","9.0821","6.1055","11.8626","10.2764","5.9748","7.4697","7.879","9.4506","11.0427","11.4082","12.6432","10.0121","7.9358","8.7724","8.7632","6.139","8.9278","6.6536","9.9946","7.122","11.618","7.8379","5.6929","9.4863","10.6693","9.7838","10.8872","7.5873","13.6907","11.4608","8.5472","5.7378","5.5656","8.5978","12.6841","9.2897","11.5556","9.7901","10.937","6.9277","8.1463","8.0101","6.691","9.4148","8.896","10.2831","8.3632","5.7753","11.6327","10.9753","9.3476","7.7808","7.4459","6.3587","9.7637","7.8836","7.1483","8.6065","8.5188","10.9058","10.1808","7.4353","9.9396","10.3621","11.3961","8.7279","8.6839","9.4568","8.7929","11.9212","8.8835","12.743","9.1727","7.0446","8.6187","5.6995","6.5915","6.4964","8.3323","10.334","6.8673","9.209","10.1718","13.3738","5.5546","5.9875","10.2139","12.5706","8.3179","9.8126","11.7143","8.5454","9.4948","10.6532","11.1118","6.7613","8.4342","5.8555","7.0687","8.3614","8.051","8.0804","7.2693","11.5449","6.7198","7.2003","9.1342","10.9935","5.951","11.032","9.3041","9.9242","10.4236","5.8678","8.3224","10.5124","8.6138","9.689","9.0311","9.8046","6.962","12.2791","10.1876","12.4568","9.6523","6.0116","8.9837","14.4989","10.3179","7.0393","8.8278","9.2972","13.157","6.6272"
"ASTHMA.GSM999934","11.9053","9.8115","10.4914","5.4807","10.5025","7.4695","12.2175","8.5342","11.7584","9.3394","10.562","6.6028","9.1959","7.9965","8.1388","13.2504","7.7036","6.6744","5.686","6.8307","6.2225","8.4222","10.2575","9.3155","9.541","5.5115","6.7782","6.6048","8.1225","8.1179","9.2514","7.4621","7.9767","6.6029","9.5262","7.3621","13.6275","13.0422","7.1027","14.5204","9.3954","10.5591","6.4481","9.5714","11.6416","9.6109","7.9224","12.1256","8.4331","10.3973","11.6986","12.0128","13.6002","10.5877","6.1051","6.2386","6.2004","10.0418","7.5828","6.9373","6.3089","9.5282","6.6642","6.4731","12.7774","8.9634","8.9229","8.3414","10.5694","6.2437","10.7762","5.9742","7.0433","9.4683","8.7935","7.4757","5.9698","6.9479","7.0222","13.2584","8.9253","6.1117","11.5216","9.1116","5.7868","7.4592","6.9347","9.5283","11.3572","10.6993","12.0552","10.5743","7.1107","8.5195","9.4458","5.959","7.8621","6.2898","11.5564","6.8897","12.1793","6.655","5.5876","9.3284","11.9871","11.2067","10.9091","7.7837","14.2256","12.1163","7.9515","5.7615","5.5315","7.829","11.2623","8.6203","10.2012","9.4324","10.6766","6.5871","7.694","8.005","6.2551","8.608","8.6432","9.7846","8.6516","5.912","11.417","10.1313","10.118","7.5959","8.1587","7.0134","11.5942","7.542","7.2117","7.8359","8.8","10.9595","11.4293","10.3733","10.6135","10.0134","11.9332","10.8671","8.8526","8.9057","8.4649","11.6009","10.8463","12.8452","8.8654","6.4603","7.8289","5.6585","6.6936","10.0176","8.0074","10.9802","7.5355","8.3738","9.8662","13.844","5.6505","5.8461","9.6173","12.3508","8.331","11.5662","12.7547","9.6349","8.9671","10.5096","12.8747","7.0606","10.4023","6.3881","8.3143","7.9385","7.4945","8.05","8.4655","12.2234","6.7139","7.4291","9.5019","10.4772","6.2079","11.2547","9.7357","10.4998","10.3553","6.0211","7.9521","9.9253","9.5845","9.0998","10.8089","11.16","8.411","12.1105","11.742","12.3688","9.1503","5.8954","8.3288","14.5018","10.1154","7.0496","7.9302","11.1609","13.3006","6.4917"
"ASTHMA.GSM999935","12.0635","10.6941","10.1486","5.7653","10.4701","7.5096","12.3194","9.9621","12.8502","10.4199","10.0974","9.9512","9.8374","9.2835","8.0833","13.4637","7.2843","6.3388","5.8096","6.1666","7.3765","6.3301","9.3656","9.689","11.3022","5.636","8.3658","6.4046","7.6036","6.2949","10.4563","7.876","8.039","6.3343","9.9453","9.9665","14.9056","12.3984","8.3211","14.9054","9.0145","11.7764","6.7369","10.0652","11.7291","10.9691","6.8985","9.9261","9.3526","10.1435","12.1267","10.7751","14.4918","12.4636","5.6998","7.3754","7.1528","11.8042","9.1645","5.5133","7.8147","10.5387","7.806","8.0675","12.972","8.5394","7.205","10.629","12.1317","6.1797","9.5561","6.7891","7.2317","9.365","9.1003","7.3596","5.8236","9.0182","7.2571","14.0093","9.2717","6.2084","9.8732","8.1568","5.6661","7.2712","7.1773","9.397","11.5357","10.9805","13.3633","10.0167","6.2041","9.9413","10.3784","5.7379","7.2911","6.6097","10.7758","9.645","12.9635","6.3569","5.5406","10.718","12.6714","11.1357","12.4629","8.6516","14.6845","11.6659","7.2579","6.5123","5.4448","6.5423","8.1935","6.3956","7.2215","8.5788","10.0405","7.9575","6.8781","8.2714","5.8724","10.9599","11.2351","10.1972","9.7705","7.3995","13.509","11.3705","11.3803","8.2546","9.7173","5.9581","13.2267","8.1522","10.4969","7.8494","7.8715","11.2103","12.2257","12.3236","11.7316","11.2332","14.3414","11.7093","12.8081","8.9912","7.5772","13.1324","10.5893","11.1568","9.028","7.9777","10.2784","5.7066","9.8636","10.2914","9.7929","11.8339","9.9357","9.1665","9.5093","14.0642","7.1229","5.6017","10.0873","11.211","9.993","10.8667","12.2996","10.8833","8.1121","10.4847","12.145","8.7106","10.0311","9.6026","10.8981","8.0026","8.7482","9.8578","10.1165","13.3712","8.7467","8.8121","11.0757","11.8842","8.5322","10.6587","11.4219","10.4463","9.7044","6.0626","10.0827","9.7964","9.4072","10.8581","11.0096","11.338","10.0587","11.6172","11.5771","12.3447","8.8864","6.0095","7.3464","13.7308","10.6055","6.9837","7.3253","12.2114","13.2002","7.4827"
"ASTHMA.GSM999938","11.9157","10.7472","11.4735","5.9956","10.8022","7.4923","11.9764","10.7744","13.4786","10.0793","10.1073","7.9057","9.5989","9.354","7.699","13.3926","8.5868","6.2342","5.8808","5.5595","7.4349","6.3321","8.5893","9.2718","11.4538","5.86","7.9572","6.0758","9.485","6.5591","11.4679","10.2657","8.312","6.8339","11.4733","9.2693","14.2783","13.4922","8.5192","14.7582","8.91","10.5706","6.295","10.0982","12.7717","9.7858","6.9949","11.4225","9.9159","9.6655","11.5933","11.6314","13.7566","12.0082","6.0722","7.9895","6.1341","12.0551","9.0361","5.4187","6.3211","10.5441","7.9732","8.0312","12.7317","7.7667","7.4505","10.7002","10.5852","6.3449","9.4905","7.5288","6.9144","10.0557","7.9544","7.2313","5.6464","8.8446","6.6008","14.2346","9.2393","6.5791","10.4013","6.7236","5.8086","7.7269","6.965","11.0867","11.373","11.4963","13.1777","11.4582","6.3317","8.9325","9.5239","6.1742","6.8069","6.5875","10.7905","9.8687","13.2934","5.9444","5.6573","9.7538","12.5908","10.2649","12.6232","8.6372","15.269","12.1823","8.5639","5.9612","5.5178","8.2763","6.9748","5.5899","5.8695","8.9619","9.634","8.8094","7.0767","7.792","6.1284","10.2207","10.719","11.2268","9.8693","8.8274","12.6031","10.4944","10.3502","8.0737","8.798","6.8512","11.7867","7.9285","10.1188","8.1856","7.1606","11.5563","10.7844","10.9831","12.2019","10.3356","13.2809","11.5256","10.8207","9.8771","8.2821","12.5777","11.2277","12.5508","9.9173","6.8688","9.8845","5.6634","8.6195","10.6029","9.1668","11.9614","9.5899","10.1051","11.0134","14.6087","7.2976","5.5672","10.557","12.0071","10.2494","11.3177","13.1212","10.7496","8.8815","11.4477","13.0362","9.2113","10.5934","8.8903","9.5157","8.9098","7.5695","9.7039","10.5193","13.6059","9.6154","8.3288","10.4037","11.9424","8.9932","10.794","11.321","10.0963","9.8956","6.1426","10.5424","10.5204","9.5735","10.4697","11.5768","11.4923","9.4464","11.5588","11.9454","12.7998","8.423","6.1771","7.8978","14.3187","10.7281","6.5486","7.9951","10.9508","13.1936","8.3021"
"ASTHMA.GSM999939","11.6241","11.0483","10.5754","5.9589","10.0523","7.8106","11.032","10.7912","12.7141","10.2478","9.9588","7.7549","9.5532","8.4284","8.013","14.0066","8.2194","6.6915","5.7968","5.9533","6.6943","6.1545","9.1318","9.1811","11.225","5.8587","7.8684","5.9646","10.1336","6.6946","11.3434","9.6114","8.4205","6.1416","10.9239","8.1703","14.1257","13.4154","6.4611","14.7346","8.8764","10.5945","6.5193","10.0736","12.7778","11.1477","7.407","11.052","9.9218","9.2984","10.6427","11.9246","13.197","12.2529","7.1707","6.9721","5.8857","11.3337","8.9708","5.3381","6.2374","10.6632","7.54","7.3223","12.6843","7.9648","7.1051","10.0828","10.7696","6.2992","9.6108","7.4178","6.5005","10.5968","8.6401","7.2243","5.514","8.4464","6.3359","13.9403","8.9675","6.223","10.3783","6.8299","5.7125","7.6601","6.9104","10.4625","12.4529","11.0358","12.8114","11.6533","6.3145","8.9292","9.3773","6.7034","6.4237","6.4463","10.4495","9.264","13.4173","6.0245","5.4671","9.1461","12.1342","10.1432","12.3994","9.8276","15.2146","12.939","7.3441","5.8697","5.5592","8.36","6.4226","5.6591","5.5923","8.2091","9.5048","8.9131","6.858","8.159","5.8533","9.4439","11.1478","10.7554","9.9735","8.5712","12.7556","11.2071","10.525","8.7271","8.0072","6.8453","12.0871","7.1721","9.2706","7.8539","8.2792","11.3337","11.1048","10.9992","12.0713","10.772","13.2294","11.1265","10.5806","9.3838","6.7144","12.4816","10.035","13.1759","9.106","6.5612","9.7053","5.6029","8.4173","10.1302","9.5284","11.994","10.3016","9.8242","11.2799","14.5023","6.8921","6.0473","10.5914","12.2327","10.3077","10.495","12.5759","10.5127","8.0267","11.6265","12.2074","8.8628","9.112","8.6198","9.4514","8.8831","6.5437","9.1973","10.497","13.5287","8.6616","8.8032","10.4414","11.7222","8.3991","10.2876","11.4768","10.5028","10.117","6.4028","10.356","10.2684","9.9343","10.6244","11.3299","11.4031","8.7173","10.6745","11.7455","12.5625","8.8936","6.0413","8.2007","14.3905","10.4982","7.4511","7.9029","10.7425","13.3039","6.983"
"ASTHMA.GSM999940","11.4078","9.4309","9.289","5.8165","10.3099","7.8746","12.123","8.2592","13.3432","8.9068","11.7158","6.6022","8.1127","8.5021","7.6712","13.2594","7.742","6.686","5.9167","5.7571","6.5822","6.4035","9.6074","8.9912","9.949","5.6841","7.5949","6.0364","7.8351","6.8521","9.5494","9.1581","7.7285","6.3721","9.2631","8.4254","14.3866","12.6531","5.9989","15.2371","9.3564","10.4082","6.6764","9.4967","11.5748","8.0047","7.4633","9.8919","8.4881","8.737","11.1486","10.4876","13.8485","10.2566","8.3849","6.4262","6.0344","10.4606","7.1592","5.3003","5.998","9.8614","6.4974","6.4202","13.3715","8.9652","7.6656","9.2954","11.1578","6.17","9.8834","7.6051","6.6521","8.4461","7.3702","6.8452","5.5614","7.2793","6.3595","12.2925","8.6552","6.0599","10.8819","7.175","5.7884","7.2715","6.8022","9.7858","11.5948","11.11","13.9102","11.5677","6.2748","8.5023","9.8769","6.8451","6.3922","6.0231","11.4561","8.1482","11.9898","5.9321","5.5374","9.2946","10.3086","11.5955","11.7371","10.5204","13.9136","11.0452","7.288","5.892","5.6115","6.6421","6.2562","5.8236","5.3899","8.6946","9.0548","6.0207","7.0329","8.1014","5.9879","8.2287","9.4215","8.9662","8.6848","6.1901","11.1344","10.0078","11.224","7.4853","7.712","6.6267","11.7971","6.4871","7.5403","8.0889","8.4536","10.2879","11.2902","11.5177","10.1306","9.6114","11.4708","11.5119","9.4642","8.1252","6.4895","13.49","11.7256","11.2165","7.8903","6.1307","8.4833","5.6118","5.6832","11.4183","7.5434","11.231","6.44","8.6335","9.7838","13.7283","5.7793","5.8298","10.1377","12.4033","9.0681","11.742","12.1696","10.0284","7.5596","10.516","13.7019","6.3989","8.9669","6.6802","7.9681","7.7576","6.4064","8.0317","8.1353","12.1971","8.2637","7.6732","9.4751","10.4385","6.4998","9.4033","10.6343","9.7716","9.6831","6.2403","8.9738","9.0355","8.4929","8.7294","10.3596","12.3009","9.6469","11.7323","12.7016","12.9727","9.3694","6.1188","8.5046","14.6112","10.0631","7.2822","9.1461","11.2536","14.2538","6.6189"
"ASTHMA.GSM999941","12.4532","11.7108","10.6745","5.7205","10.0018","7.5229","10.9742","10.8142","12.3203","10.4085","9.9123","7.4227","9.057","9.2384","7.961","14.108","6.3818","6.7245","5.6149","6.0354","6.8838","6.6153","9.7411","9.3654","10.6816","5.6857","8.2909","5.8877","7.8978","6.8614","11.1889","9.3999","7.9882","5.8849","11.0684","9.3427","13.7916","13.2567","6.7766","15.082","8.5864","11.1587","6.3688","9.5948","13.0647","10.9412","6.8271","10.1527","10.2337","9.4688","11.0304","11.664","12.8986","12.3952","5.9126","6.9007","5.8147","10.5348","8.922","6.2854","6.3027","10.0976","6.8324","7.6881","13.0405","8.7484","7.3547","9.8189","10.9933","5.9748","9.5782","6.1794","6.29","9.7118","9.7299","7.043","5.5247","8.7845","6.1699","14.0923","8.4082","7.2352","9.9543","8.5013","5.7974","7.5088","7.1476","10.5312","12.3518","10.8869","13.0385","11.6571","6.8498","9.2417","9.6553","6.4877","6.6873","6.2718","10.2043","9.2973","13.4185","6.0733","5.4458","9.14","12.2613","9.6934","12.0766","9.6381","14.9046","12.1841","6.6243","6.0319","5.5049","8.3713","9.8612","7.0618","8.9701","7.3272","10.058","9.0901","6.6758","8.0075","5.6654","9.9492","10.9772","10.8386","9.3426","7.8486","12.7493","10.8923","11.0583","9.2288","7.482","5.9194","12.7092","8.5827","9.3436","7.7943","7.3025","11.4566","11.4624","10.9032","11.5597","11.0907","13.3358","10.9997","10.507","9.133","7.4339","12.7681","9.2744","12.9838","9.6144","5.8447","10.0649","5.6736","8.5067","9.8606","9.2279","12.008","8.9708","10.4557","11.5348","13.6957","7.6986","5.6804","10.4273","11.5259","9.8241","10.1447","12.6684","9.7099","8.8003","11.5804","12.0134","8.5759","8.1732","8.0197","9.9415","8.7303","6.1887","9.073","10.272","12.9479","9.1522","8.5796","10.5268","12.0422","7.8122","10.3571","11.3948","10.6698","10.6685","6.5413","10.6757","10.1508","9.511","10.3903","12.0342","11.5254","8.3686","10.8474","11.6026","12.0443","8.8074","6.1425","8.6314","14.2768","10.5174","7.2554","8.4397","10.8696","13.737","8.0478"
